PLACEKEY,LATITUDE,LONGITUDE,STREET_ADDRESS,CITY,REGION,POSTAL_CODE,PARENT_PLACEKEY,TOP_CATEGORY,SUB_CATEGORY,placekeys_y,store_names_y
zzy-222@63d-t8r-hkf,40.290027,-80.785152,2107 Friendship Park Rd,Smithfield,OH,43948,,RV (Recreational Vehicle) Parks and Recreational Camps,,zzy-222@63d-t8r-hkf,Friendship Park Raceway
zzy-222@5z5-3tw-wrk,34.169023,-117.926126,3899 Fish Canyon Rd,Duarte,CA,91010,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@5z5-3tw-wrk,Fish Canyon Falls
222-222@5z4-zvs-fs5,34.062046,-118.361297,6060 Wilshire Blvd,Los Angeles,CA,90036,,Amusement Parks and Arcades,Amusement Arcades,222-222@5z4-zvs-fs5,Forza Motorsports Experience
22c-222@646-4bg-7t9,33.805046,-78.746838,2200 Premier Resort Blvd Unit C,North Myrtle Beach,SC,29582,,RV (Recreational Vehicle) Parks and Recreational Camps,,22c-222@646-4bg-7t9,Vacation Rentals of North Myrtle Beach
222-222@5z9-787-2rk,34.543646,-114.366535,3829 London Bridge Rd,Desert Hills,AZ,86404,,RV (Recreational Vehicle) Parks and Recreational Camps,,222-222@5z9-787-2rk,Lake Havasu RV Resort & Campground
zzy-222@5r3-8b5-h5z,32.451018,-100.456744,9909 S Interstate 20,Sweetwater,TX,79556,,RV (Recreational Vehicle) Parks and Recreational Camps,,zzy-222@5r3-8b5-h5z,Rolling Plains RV Park and Camp Ground
222-222@5pj-jcb-47q,37.450731,-90.862722,5727 County Road 354,Lesterville,MO,63654,,RV (Recreational Vehicle) Parks and Recreational Camps,,222-222@5pj-jcb-47q,Black River Camping And Outfitters
226-223@8gk-2d4-y35,30.183584,-85.761192,7102 Quail Hollow Dr,Panama City Beach,FL,32408,,RV (Recreational Vehicle) Parks and Recreational Camps,,226-223@8gk-2d4-y35,Beach Quest Resort Management
223-225@8f2-hrr-cqz,32.407996,-93.797532,9051 Mansfield Rd Ste D6,Shreveport,LA,71118,,Amusement Parks and Arcades,Amusement and Theme Parks,223-225@8f2-hrr-cqz,Shreveport Bossier Knights Football
223-223@8g7-b42-9j9,33.423442,-81.696701,301 Fairway Dr,New Ellenton,SC,29809,,Amusement Parks and Arcades,Amusement and Theme Parks,223-223@8g7-b42-9j9,New Ellenton Golf Course
222-222@5pp-w3b-qcq,38.024772,-92.799341,17 Bull Run Bluff Cir,Camdenton,MO,65020,,RV (Recreational Vehicle) Parks and Recreational Camps,,222-222@5pp-w3b-qcq,Bull Run Bluff Campground
zzy-223@5sk-97f-ct9,47.573683,-90.836515,7210 W Hwy 61,Tofte,MN,55615,,RV (Recreational Vehicle) Parks and Recreational Camps,,zzy-223@5sk-97f-ct9,Cascade Vacation Rentals
22d-222@665-zvb-hkf,43.821161,-79.241841,7-850 Tapscott Rd,Scarborough,ON,M1X 1N4,,Amusement Parks and Arcades,Amusement Arcades,22d-222@665-zvb-hkf,Seymour
22c-223@627-td9-h5z,40.658068,-73.519318,136 Clubhouse Rd,Bellmore,NY,11710,,Amusement Parks and Arcades,Amusement and Theme Parks,22c-223@627-td9-h5z,Clubhouse Road Marina
222-222@646-25c-3bk,34.958994,-79.435241,30040 Deercroft Dr,Deercroft,NC,28396,,Amusement Parks and Arcades,Amusement and Theme Parks,222-222@646-25c-3bk,Deercroft Clubhouse
zzw-222@8fc-89c-v75,29.565696,-95.013885,2102 Todville Rd Unit 6,Seabrook,TX,77586,,Amusement Parks and Arcades,Amusement and Theme Parks,zzw-222@8fc-89c-v75,Discovery Yachts
222-222@63t-q7b-2rk,41.675693,-81.219127,7250 Alexander Rd,Concord Township,OH,44077,,Amusement Parks and Arcades,Amusement and Theme Parks,222-222@63t-q7b-2rk,Lake Metroparks Greenway Corridor
zzy-222@5wc-mks-2zf,47.140014,-119.312599,2001 Valley Rd NE,Moses Lake,WA,98837,zzz-222@5wc-mks-26k,RV (Recreational Vehicle) Parks and Recreational Camps,,zzy-222@5wc-mks-2zf,Cascade Campground
222-225@8fw-5s5-s5z,25.723866,-80.311888,4950 SW 72nd Ave,Miami,FL,33155,,RV (Recreational Vehicle) Parks and Recreational Camps,,222-225@8fw-5s5-s5z,Sandals Vacation
zzy-222@65y-mtx-q4v,43.439566,-75.302968,11904 Potato Hill Rd,Boonville,NY,13309,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@65y-mtx-q4v,Potato Hill Farm and Trails
zzy-223@8ts-35z-9zz,32.460677,-110.939231,14055 N Del Web Blvd,Tucson,AZ,85737,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-223@8ts-35z-9zz,Sun City Vistoso Community Association
222-222@5x4-4fy-tn5,47.655643,-122.380667,3919 18th Ave W,Seattle,WA,98119,,Amusement Parks and Arcades,Amusement and Theme Parks,222-222@5x4-4fy-tn5,The Boat Rental
222-222@5p4-b4f-ygk,43.981315,-103.474497,16451 Sheridan Lake Rd,Rapid City,SD,57702,,RV (Recreational Vehicle) Parks and Recreational Camps,,222-222@5p4-b4f-ygk,Sheridan Lake Marina
zzw-222@8f7-dcn-2c5,33.096677,-89.077268,213 Smyth Lk Rd,Louisville,MS,39339,,RV (Recreational Vehicle) Parks and Recreational Camps,,zzw-222@8f7-dcn-2c5,Lake Tiak O'khata
222-222@8st-x4c-5fz,31.398331,-100.562017,5640 Twin Buttes Marina Park Rd,San Angelo,TX,76904,,RV (Recreational Vehicle) Parks and Recreational Camps,,222-222@8st-x4c-5fz,Lakeview RV Park
22b-222@8gg-ct6-hyv,35.78844,-80.90905,488 Gray St,Statesville,NC,28677,,RV (Recreational Vehicle) Parks and Recreational Camps,,22b-222@8gg-ct6-hyv,Adventures of a Lifetime
zzy-222@5q9-bqd-kpv,39.819184,-105.030248,6755 Irving St,Denver,CO,80221,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@5q9-bqd-kpv,Hyland Hills Park & Recreation District
zzw-222@8ts-zn9-qfz,33.37438,-111.640135,8865 E Baseline Rd,Mesa,AZ,85209,,RV (Recreational Vehicle) Parks and Recreational Camps,RV (Recreational Vehicle) Parks and Campgrounds,zzw-222@8ts-zn9-qfz,Monte Vista Village Resort
zzy-222@63q-bhq-z75,41.382378,-75.67299,832 Gibbons St,Scranton,PA,18505,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@63q-bhq-z75,Southside Football Organization
22c-222@646-3vr-ghq,33.697894,-78.875559,1506 Chester St,Myrtle Beach,SC,29577,,RV (Recreational Vehicle) Parks and Recreational Camps,,22c-222@646-3vr-ghq,Yolov Vacation Home
222-22q@8fz-scg-k4v,26.458894,-80.127112,5283 Atlantic Ave,Delray Beach,FL,33484,,Amusement Parks and Arcades,Amusement and Theme Parks,222-22q@8fz-scg-k4v,Carnival's Atlantic City Arcade
23f-222@5sy-n2d-6hq,44.24233,-107.599268,5283 Road 49,Hyattville,WY,82428,,RV (Recreational Vehicle) Parks and Recreational Camps,,23f-222@5sy-n2d-6hq,Paintrock Island Campground
zzy-222@646-78n-zcq,33.550995,-79.041413,Wacca Wache Dr,Murrells Inlet,SC,29576,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@646-78n-zcq,Tidewater Excursions
zzy-222@5sh-f84-d35,44.422755,-83.329991,300 N US Highway 23,East Tawas,MI,48730,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@5sh-f84-d35,Sunny Bunns
zzy-222@65z-wc9-9j9,43.521228,-72.925442,2000 Vt-103,Shrewsbury,VT,05738,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@65z-wc9-9j9,Clarendon Gorge Bridge
zzy-222@5vh-8ss-9fz,37.296736,-121.753459,Villa Vista Rd,San Jose,CA,95151,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@5vh-8ss-9fz,Montgomery Hill Park
zzy-223@5vg-k5r-j9z,38.339619,-123.054183,Wrights Bch,Bodega Bay,CA,94923,zzz-222@5vg-k5r-5zz,RV (Recreational Vehicle) Parks and Recreational Camps,,zzy-223@5vg-k5r-j9z,Sonoma Coast State Beach
222-222@5wr-r3y-jqf,43.295654,-113.944775,7 River Ln,Carey,ID,83320,,RV (Recreational Vehicle) Parks and Recreational Camps,,222-222@5wr-r3y-jqf,Camp 93 RV Park
zzy-222@8gd-qk5-2hq,31.885881,-81.261568,Ga-144,Richmond Hill,GA,31324,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@8gd-qk5-2hq,Green Creek Trail
zzy-224@63d-ce8-pvz,39.656724,-78.927889,27 E Main St,Frostburg,MD,21532,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-224@63d-ce8-pvz,H & D Novelty
zzw-224@5xq-48v-87q,34.015301,-118.805564,9000 Pacific Coast Hwy,Malibu,CA,90265,zzy-223@5z4-z9f-6rk,RV (Recreational Vehicle) Parks and Recreational Camps,,zzw-224@5xq-48v-87q,Thornhill Broome Beach State Park
222-222@5x4-8db-x5z,47.411958,-122.262363,5801 S 212th St,Kent,WA,98032,,RV (Recreational Vehicle) Parks and Recreational Camps,RV (Recreational Vehicle) Parks and Campgrounds,222-222@5x4-8db-x5z,Seattle Tacoma KOA Journey
223-222@8dg-g4s-5j9,26.432707,-81.915513,5301 Estero Blvd,Fort Myers Beach,FL,33931,,RV (Recreational Vehicle) Parks and Recreational Camps,,223-222@8dg-g4s-5j9,Serendipity Beach Villas
228-225@8dg-gxd-g49,26.244573,-81.773931,8970 Fontana del Sol Way,Naples,FL,34109,,RV (Recreational Vehicle) Parks and Recreational Camps,,228-225@8dg-gxd-g49,Naples Vacations
zzy-222@62k-xqc-vmk,43.760386,-69.320057,Lobster Cv Rd,Monhegan,ME,04852,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@62k-xqc-vmk,Lobster Cove Trail
zzy-222@5wg-j5t-d35,44.781117,-111.178971,5100 Rainbow Pt Rd,West Yellowstone,MT,59758,,RV (Recreational Vehicle) Parks and Recreational Camps,,zzy-222@5wg-j5t-d35,Rainbow Point Campground
222-222@63n-83p-w8v,37.793356,-80.918173,117 Riverchase Way,Meadow Creek,WV,25977,,RV (Recreational Vehicle) Parks and Recreational Camps,RV (Recreational Vehicle) Parks and Campgrounds,222-222@63n-83p-w8v,Country Road Vacations LLC
223-222@8gf-nqx-nqz,36.143231,-82.440109,2000 Jonesboro Rd,Erwin,TN,37650,,RV (Recreational Vehicle) Parks and Recreational Camps,,223-222@8gf-nqx-nqz,Cherokee Adventures
225-223@5vh-9t4-qpv,37.502929,-122.212352,441 Seaport Ct,Redwood City,CA,94063,,Amusement Parks and Arcades,Amusement and Theme Parks,225-223@5vh-9t4-qpv,Jeff Stine Sailing
222-222@645-9pc-rhq,34.292504,-77.901231,2936 Orville Wright Way,Wilmington,NC,28405,,Amusement Parks and Arcades,Amusement Arcades,222-222@645-9pc-rhq,Bounce House Wilmington
zzy-222@8fc-8p6-33q,29.50002,-95.113016,301 S I Highway 45,League City,TX,77573,,RV (Recreational Vehicle) Parks and Recreational Camps,,zzy-222@8fc-8p6-33q,Space Center RV Park
225-224@5s7-2j3-73q,42.702171,-83.29796,4220 Baldwin Rd,Auburn Hills,MI,48326,zzw-223@5s7-2j3-9fz,Amusement Parks and Arcades,,225-224@5s7-2j3-73q,Legoland Park
zzw-222@8m4-6tx-gtv,21.368428,-157.760982,770 Auloa Rd,Kailua,HI,96734,,Amusement Parks and Arcades,Amusement and Theme Parks,zzw-222@8m4-6tx-gtv,Olomana Hike
222-223@63d-pq5-bc5,40.037837,-80.665382,100 E Cove Ave,Wheeling,WV,26003,,Amusement Parks and Arcades,Amusement and Theme Parks,222-223@63d-pq5-bc5,Elm Grove Lanes
222-223@5zb-264-8jv,35.233722,-114.018029,3820 N Roosevelt St,Kingman,AZ,86409,,RV (Recreational Vehicle) Parks and Recreational Camps,RV (Recreational Vehicle) Parks and Campgrounds,222-223@5zb-264-8jv,Kingman K O A
222-222@5pn-kg6-ckf,36.064079,-86.676213,2310 Antioch Pike,Antioch,TN,37013,,RV (Recreational Vehicle) Parks and Recreational Camps,RV (Recreational Vehicle) Parks and Campgrounds,222-222@5pn-kg6-ckf,United Nashville Sport
zzy-222@5pj-426-yqf,38.764311,-89.69336,3099 Highland Park Rd,Highland,IL,62249,zzz-222@5pj-426-z9f,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@5pj-426-yqf,Silver Lake Park
zzy-222@627-rxy-3nq,40.887313,-73.787636,Travers Isl,New Rochelle,NY,10803,zzw-222@627-rxy-3nq,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@627-rxy-3nq,Ny Athletic Boat Club
zzy-222@5qc-xk4-mrk,40.488292,-111.820589,13631 S Carolina Hill Ct,Draper,UT,84020,zzz-222@5qc-xk4-fcq,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@5qc-xk4-mrk,Creekview Hiking Trail
zzy-222@8f2-wyb-pn5,32.513533,-92.084521,Lillie Marbles Ctr,Monroe,LA,71201,zzz-222@8f2-wyb-pn5,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@8f2-wyb-pn5,Monroe Recreation Centers
zzy-229@5yv-587-92k,36.451292,-116.847082,Highway 190,Death Valley,CA,92328,zzy-22b@5yv-4yd-6kz,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-229@5yv-587-92k,Mosaic Canyon
222-222@63r-699-vj9,39.017157,-77.007984,51 University Blvd E,Four Corners,MD,20901,zzz-222@63r-699-swk,Amusement Parks and Arcades,Amusement and Theme Parks,222-222@63r-699-vj9,Silver Spring Takoma Thunderbolts
zzy-222@62j-sv7-fs5,42.550496,-71.128503,Strout Ave,Reading,MA,01867,zzy-222@62j-sv6-vvf,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@62j-sv7-fs5,Reading Town Forest
zzy-222@5yz-bft-m49,36.209531,-112.060178,Grand Canyon National Park N # 67,North Rim,AZ,86052,zzy-222@5yz-7vb-8sq,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@5yz-bft-m49,North Rim Kaibab Trail
22b-222@8gk-2ff-vvf,30.18708,-85.762451,7125 W Highway 98,Panama City Beach,FL,32407,222-222@8gk-2ff-vvf,Amusement Parks and Arcades,Amusement and Theme Parks,22b-222@8gk-2ff-vvf,Kartona The Electic Speedway
zzy-222@5z5-3pq-6hq,34.124656,-118.297279,2900 S Vermont Ave,Los Angeles,CA,90027,zzz-222@5z5-3pp-bzf,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@5z5-3pq-6hq,Bird Sanctuary Trail
zzw-228@8fw-23m-fxq,25.779696,-80.186834,401 Biscayne Blvd Pier 5 Slip 28,Miami,FL,33132,238-226@8fw-23m-jy9,Amusement Parks and Arcades,Amusement and Theme Parks,zzw-228@8fw-23m-fxq,Boat Rental Miami
222-222@62k-jgw-hbk,41.835518,-71.332866,261 Arcade Ave,Seekonk,MA,02771,zzw-222@62k-jgw-hnq,RV (Recreational Vehicle) Parks and Recreational Camps,RV (Recreational Vehicle) Parks and Campgrounds,222-222@62k-jgw-hbk,Seekonk Music Parents Assoc Inc
222-223@5pb-kqz-ht9,44.867238,-93.383944,6364 John Harris Dr,Edina,MN,55439,zzw-222@5pb-kqz-j5f,Amusement Parks and Arcades,Amusement and Theme Parks,222-223@5pb-kqz-ht9,Braemar Golf Course
22r-226@8fv-zkp-qj9,25.848768,-80.120749,6538 Collins Ave,Miami Beach,FL,33141,,Amusement Parks and Arcades,Amusement and Theme Parks,22r-226@8fv-zkp-qj9,Fun Rental Boats
zzy-222@5yw-662-d9z,39.495922,-119.992588,South End of Quilici Ranch Rd,Verdi,NV,89523,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@5yw-662-d9z,Tahoe Pyramid Bikeway Verdi Upstream Section
222-222@63s-jnk-t9z,38.546117,-75.060249,163 Scannell Blvd,Bethany Beach,DE,19930,,RV (Recreational Vehicle) Parks and Recreational Camps,,222-222@63s-jnk-t9z,Bethany Beach Training Site
zzw-222@5wf-jgt-b8v,45.032415,-110.70272,14 Jardine Rd,Gardiner,MT,59030,,RV (Recreational Vehicle) Parks and Recreational Camps,,zzw-222@5wf-jgt-b8v,Rocky Mountain RV Park and Lodging
zzy-223@5s9-8sp-pn5,45.919503,-89.250496,2300 Main Rd,Washington,WI,54521,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-223@5s9-8sp-pn5,Little Lake Nature Preserve
222-222@5pp-vwg-vs5,38.153474,-92.625568,1192 Lakeshore Dr,Osage Beach,MO,65065,,Amusement Parks and Arcades,Amusement and Theme Parks,222-222@5pp-vwg-vs5,The Getaway
226-223@5q2-x9m-47q,41.506192,-90.517425,1405 5th Ave,Moline,IL,61265,,Amusement Parks and Arcades,Amusement Arcades,226-223@5q2-x9m-47q,Analog II Arcade Bar
zzy-222@5vg-7k5-bhq,37.860037,-122.483523,200 Johnson St,Sausalito,CA,94965,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@5vg-7k5-bhq,Pelican Harbour
zzy-223@5pp-t6q-fs5,38.091337,-92.292608,110 Main St,Iberia,MO,65486,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-223@5pp-t6q-fs5,Youth Central
22n-225@8m4-tbk-2c5,21.286566,-157.83372,1911 Kalakaua Ave,Honolulu,HI,96815,,RV (Recreational Vehicle) Parks and Recreational Camps,,22n-225@8m4-tbk-2c5,Vacation Condos Waikiki
zzy-222@5vg-86x-fzz,37.698548,-122.189943,20 San Leandro Marina Dr,San Leandro,CA,94577,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@5vg-86x-fzz,San Leandro Yacht Club
zzy-222@63g-8rx-x3q,36.699076,-79.93334,3251 South River Rd,Fieldale,VA,24089,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@63g-8rx-x3q,Textile Heritage Trail
222-222@8gj-qsk-9xq,29.685267,-85.31589,433 Cape San Blas Rd,Port Saint Joe,FL,32456,,RV (Recreational Vehicle) Parks and Recreational Camps,,222-222@8gj-qsk-9xq,Cape & Coast Vacation Rentals
zzw-222@627-vvh-ygk,40.544757,-74.141225,331 Hillside Ter,Staten Island,NY,10308,,Amusement Parks and Arcades,Amusement and Theme Parks,zzw-222@627-vvh-ygk,Bliss Marine
zzy-222@665-vxh-649,43.417762,-79.764711,3201 Upper Middle Rd W,Oakville,ON,L6M 4G5,,RV (Recreational Vehicle) Parks and Recreational Camps,RV (Recreational Vehicle) Parks and Campgrounds,zzy-222@665-vxh-649,Bronte Creek Provincial Park
222-222@5sb-7zs-389,41.912948,-88.32508,914 W Main St,Saint Charles,IL,60174,,Amusement Parks and Arcades,Amusement and Theme Parks,222-222@5sb-7zs-389,Windy City Amusements
zzy-222@8sz-fx7-v4v,31.115009,-97.51765,4200 Westcliff Rd,Belton,TX,76513,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@8sz-fx7-v4v,Belton Lake
223-222@63d-6zk-kj9,40.445039,-80.012238,285 Waterfront Dr,Pittsburgh,PA,15222,,Amusement Parks and Arcades,Amusement and Theme Parks,223-222@63d-6zk-kj9,North Shore Trail
222-222@5pc-35k-qxq,44.310358,-94.460886,102 S State St,New Ulm,MN,56073,,Amusement Parks and Arcades,Amusement and Theme Parks,222-222@5pc-35k-qxq,Turner Hall
223-222@64h-vyg-k2k,36.711546,-76.308374,905 Shillelagh Rd,Chesapeake,VA,23323,,Amusement Parks and Arcades,Amusement and Theme Parks,223-222@64h-vyg-k2k,Reef Scuba Accessories
222-222@63k-5gq-zxq,40.545176,-84.437366,834 Edgewater Dr,Saint Marys,OH,45885,,RV (Recreational Vehicle) Parks and Recreational Camps,,222-222@63k-5gq-zxq,Grand Lake St Mary's
zzw-222@629-jn4-ckf,41.509033,-74.925888,211 Mail Rd,Barryville,NY,12719,,RV (Recreational Vehicle) Parks and Recreational Camps,,zzw-222@629-jn4-ckf,Catskill Mountains Resort
222-222@5p5-kfb-rp9,41.148316,-100.776332,1305 Rodeo Rd,North Platte,NE,69101,,RV (Recreational Vehicle) Parks and Recreational Camps,,222-222@5p5-kfb-rp9,Buffalo Bill Rv Park
zzy-222@63v-68n-f4v,41.209495,-81.864916,2400 Substation Rd,Brunswick,OH,44212,,RV (Recreational Vehicle) Parks and Recreational Camps,,zzy-222@63v-68n-f4v,Willow Lake Park
zzy-222@3xb-gtv-cdv,52.45809,-113.967969,"22 Twp, Ste 28116",Bentley,AB,T0C,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@3xb-gtv-cdv,Gull Lake
222-222@5wh-w3t-6c5,48.040848,-114.833582,12255 US Highway 2 W,Marion,MT,59925,,RV (Recreational Vehicle) Parks and Recreational Camps,,222-222@5wh-w3t-6c5,McGregor Lakes RV Park
224-223@5vg-5m4-pjv,38.390887,-121.938184,3777 Vaca Valley Pkwy Ste C,Vacaville,CA,95688,,Amusement Parks and Arcades,Amusement and Theme Parks,224-223@5vg-5m4-pjv,Soccer Nation
222-224@5qv-vdc-wkz,32.874893,-96.480999,1 Harborview Dr,Rockwall,TX,75032,,Amusement Parks and Arcades,Amusement and Theme Parks,222-224@5qv-vdc-wkz,Big D Boat Club
222-222@5s9-hxk-dvz,46.845645,-92.001135,1860 Lester River Rd,Duluth,MN,55804,,Amusement Parks and Arcades,Amusement and Theme Parks,222-222@5s9-hxk-dvz,Lester Park Golf Course
226-222@5z5-358-mp9,34.146886,-118.164206,65 N Arroyo Blvd,Pasadena,CA,91105,,Amusement Parks and Arcades,Amusement and Theme Parks,226-222@5z5-358-mp9,Tad Williams Trail
222-222@5sc-rt2-qzz,43.743088,-89.851185,N2884 28th Ave,Lyndon Station,WI,53944,,RV (Recreational Vehicle) Parks and Recreational Camps,,222-222@5sc-rt2-qzz,Ho Chunk RV Resort & Campground
zzy-222@5tz-g4c-5vf,40.755894,-124.050296,Freshwater Road,Eureka,CA,95503,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@5tz-g4c-5vf,Freshwater Park
zzw-222@627-tnr-zzz,40.675155,-73.812443,Riis Park,South Ozone Park,NY,11420,,Amusement Parks and Arcades,Amusement and Theme Parks,zzw-222@627-tnr-zzz,New York Beach Ferry
22p-224@63d-pqy-5fz,40.069552,-80.735049,111 Virginia St,Wheeling,WV,26003,,Amusement Parks and Arcades,Amusement and Theme Parks,22p-224@63d-pqy-5fz,Al's Novelty & Coin Machine Co Ofc
22z-222@5z4-sxz-ffz,33.538772,-117.186835,26067 Jefferson Ave,Murrieta,CA,92562,,Amusement Parks and Arcades,Amusement and Theme Parks,22z-222@5z4-sxz-ffz,The CourtHouse
225-222@5s5-v94-fpv,41.668327,-85.032179,2100w W 175 N,Angola,IN,46703,,Amusement Parks and Arcades,Amusement and Theme Parks,225-222@5s5-v94-fpv,Pontoon Rental
zzy-222@5z4-shg-d7q,33.754609,-116.702895,25311 Tahquitz Rd,Idyllwild,CA,92549,,RV (Recreational Vehicle) Parks and Recreational Camps,,zzy-222@5z4-shg-d7q,Idyllcove A Frame Vacation Cabin
222-222@63s-3ps-zs5,38.141081,-76.616818,190 Plantation Dr,Hague,VA,22469,,RV (Recreational Vehicle) Parks and Recreational Camps,,222-222@63s-3ps-zs5,Coles Point Plantation
225-222@63p-j38-7kf,41.569067,-79.407827,3570 Main St,West Hickory,PA,16370,,RV (Recreational Vehicle) Parks and Recreational Camps,,225-222@63p-j38-7kf,Riverside Recreation
222-222@3x5-83c-9pv,47.911621,-116.702458,27843 N Highway 95,Athol,ID,83801,,Amusement Parks and Arcades,Amusement and Theme Parks,222-222@3x5-83c-9pv,Silverwood Theme Park
222-222@8dy-5yc-sbk,29.968248,-91.839621,2907 Fairchild Dr,New Iberia,LA,70560,,Amusement Parks and Arcades,Amusement and Theme Parks,222-222@8dy-5yc-sbk,Mitchell Lift Boats
zzy-222@8sy-vrh-mff,30.177829,-98.749539,4950 Ranch Road 1376,Fredericksburg,TX,78624,,RV (Recreational Vehicle) Parks and Recreational Camps,,zzy-222@8sy-vrh-mff,Armadillo Farm Campground
zzy-222@5s6-fpb-kfz,41.915627,-85.444819,60735 Nottawa Rd,Nottawa,MI,49075,,RV (Recreational Vehicle) Parks and Recreational Camps,,zzy-222@5s6-fpb-kfz,Hidden Pond Campground
222-223@5pw-p9h-p9z,41.724633,-88.226787,10S059 Schoger Dr,Naperville,IL,60564,,Amusement Parks and Arcades,Amusement and Theme Parks,222-223@5pw-p9h-p9z,Naperville Marine Fiberglass & Gel Coat Repair
229-222@5yx-6v8-c3q,37.644822,-118.999726,826 Lakeview Blvd,Mammoth Lakes,CA,93546,,RV (Recreational Vehicle) Parks and Recreational Camps,,229-222@5yx-6v8-c3q,1849 Mountain Rentals
zzy-222@8sy-x9d-k2k,30.440808,-97.914834,16107 Wharf Cv,Leander,TX,78641,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@8sy-x9d-k2k,Starnes Island Lake Travis
zzy-22c@8gq-bpf-mrk,28.873221,-81.907325,2468 US Highway 441 Ste 402,Fruitland Park,FL,34731,,RV (Recreational Vehicle) Parks and Recreational Camps,,zzy-22c@8gq-bpf-mrk,Villages Vacation Rentals
zzy-222@5v6-3bf-tsq,42.188074,-120.53272,91029 Oregon 140,Lakeview,OR,97630,,RV (Recreational Vehicle) Parks and Recreational Camps,,zzy-222@5v6-3bf-tsq,Junipers Lake RV Resort
zzy-223@8gf-tns-28v,35.432828,-82.250317,US 64 74A Hwy,Lake Lure,NC,28746,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-223@8gf-tns-28v,Chimney Rock Park
zzw-223@665-zkc-s5z,43.595357,-79.646779,99 Rathburn Rd W,Mississauga,ON,L5B 4C1,,Amusement Parks and Arcades,Amusement and Theme Parks,zzw-223@665-zkc-s5z,Kart World Playdium
223-222@5r8-fqt-ty9,36.135556,-95.931135,4145 E 21st Pl,Tulsa,OK,74114,,Amusement Parks and Arcades,Amusement and Theme Parks,223-222@5r8-fqt-ty9,Tulsa State Fair
222-224@5pn-q3b-d9z,36.157323,-86.606087,4001 Bell Rd,Hermitage,TN,37076,,Amusement Parks and Arcades,Amusement and Theme Parks,222-224@5pn-q3b-d9z,Wave Adventure
zzy-224@5q6-78f-kj9,40.014672,-105.29617,Chautauqua Park,Boulder,CO,80302,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-224@5q6-78f-kj9,Amphitheater
22h-222@8th-j5g-33q,34.78337,-111.760693,70 Rock Top Rd,Sedona,AZ,86351,,RV (Recreational Vehicle) Parks and Recreational Camps,,22h-222@8th-j5g-33q,Simon Says Mountain Bike Skills Camps
224-222@64w-3sj-j35,45.012804,-69.118794,460 Jones Rd,Garland,ME,04939,,RV (Recreational Vehicle) Parks and Recreational Camps,,224-222@64w-3sj-j35,Maine Star Campground
zzy-223@63j-92t-4jv,39.34243,-84.265058,6300 Kings Island Dr Coney Mall,Kings Mills,OH,45034,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-223@63j-92t-4jv,Vortex
223-223@5x6-rys-3dv,49.17747,-122.734058,17619 96 Ave,Surrey,BC,V4N 4A9,,Amusement Parks and Arcades,Amusement and Theme Parks,223-223@5x6-rys-3dv,Ocean Agencies
zzw-222@5pc-467-5xq,44.046469,-94.159615,340 Fairgrounds St,Garden City,MN,56034,,RV (Recreational Vehicle) Parks and Recreational Camps,,zzw-222@5pc-467-5xq,Shady Oaks Campground
zzy-222@64v-vk9-mff,44.551115,-69.386802,Albion Rd,Unity,ME,04988,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@64v-vk9-mff,C & S Repair
