County,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES
Chase County,0.2246,0.482,0.3503,0.216,0.2358
Chautauqua County,0.6557,0.5186,0.4613,0.4881,0.5781
Cherokee County,0.4598,0.5816,0.4018,0.4346,0.4718
Cheyenne County,0.4858,0.8056,0.3058,0.0213,0.2953
Clark County,0.0528,0.9424,0.4445,0.1604,0.2354
Clay County,0.1814,0.8743,0.1985,0.7086,0.4636
Cloud County,0.4454,0.3611,0.2692,0.3137,0.3427
Coffey County,0.2599,0.7477,0.1985,0.1798,0.2743
Comanche County,0.125,0.8594,0.0264,0.3344,0.2577
Cowley County,0.5441,0.9411,0.5616,0.8164,0.7871
Crawford County,0.6023,0.4108,0.42,0.965,0.7213
Decatur County,0.1747,0.3913,0.1985,0.0115,0.0681
Dickinson County,0.168,0.4569,0.3166,0.1969,0.1884
Doniphan County,0.238,0.0185,0.3166,0.5921,0.1861
Douglas County,0.4738,0.007,0.574,0.7964,0.3602
Edwards County,0.3726,0.9615,0.6179,0.0923,0.4639
Elk County,0.4922,0.7041,0.3446,0.0624,0.336
Ellis County,0.3557,0.0331,0.3446,0.4951,0.2393
Ellsworth County,0.1721,0.0563,0.4356,0.4572,0.1731
Finney County,0.8346,0.7366,0.9224,0.895,0.8966
Ford County,0.5492,0.7283,0.9294,0.7187,0.7359
Franklin County,0.2472,0.3347,0.3058,0.2558,0.224
Geary County,0.5832,0.8556,0.8279,0.5797,0.7353
Gove County,0.1441,0.3516,0.0821,0.0045,0.0372
Graham County,0.49,0.6147,0.3697,0.0344,0.2765
Grant County,0.3646,0.2208,0.8804,0.2332,0.3363
Gray County,0.2685,0.35,0.5371,0.2825,0.2816
Greeley County,0.1241,0.8969,0.5727,0.1254,0.2689
Greenwood County,0.3229,0.7919,0.2536,0.1209,0.2978
Hamilton County,0.3334,0.433,0.7251,0.2062,0.3398
Harper County,0.5431,0.9905,0.363,0.2307,0.6316
Harvey County,0.2739,0.6223,0.5119,0.4795,0.4193
Haskell County,0.5132,0.2574,0.72,0.2625,0.4143
Hodgeman County,0.0786,0.7404,0.2587,0.007,0.0646
Jackson County,0.1371,0.8005,0.4741,0.1511,0.2472
Jefferson County,0.1072,0.0522,0.1928,0.0261,0.0197
Jewell County,0.1572,0.1677,0.1696,0.021,0.0455
Johnson County,0.0439,0.1976,0.5542,0.0808,0.0605
Kearny County,0.5641,0.9198,0.7591,0.0792,0.5358
Kingman County,0.2631,0.0897,0.2485,0.1018,0.1079
Kiowa County,0.2749,0.5425,0.3446,0.2498,0.2879
Labette County,0.3341,0.8317,0.4445,0.4502,0.4941
Lane County,0.1384,0.4502,0.4613,0.0073,0.0716
Leavenworth County,0.2068,0.146,0.5581,0.4416,0.2475
Lincoln County,0.1581,0.3481,0.1508,0.0805,0.1021
Linn County,0.461,0.3315,0.2265,0.1731,0.2733
Logan County,0.16,0.9787,0.3058,0.062,0.28
Lyon County,0.6153,0.3325,0.6656,0.9376,0.7222
McPherson County,0.1311,0.2469,0.2781,0.3462,0.1635
Marion County,0.1619,0.3233,0.2234,0.1569,0.1355
Marshall County,0.1397,0.4391,0.1339,0.308,0.181
Meade County,0.2119,0.6697,0.6204,0.1174,0.2628
Miami County,0.0729,0.2927,0.2294,0.1215,0.0757
Mitchell County,0.1101,0.3815,0.1572,0.2059,0.1285
Montgomery County,0.6993,0.8785,0.5616,0.825,0.8209
Morris County,0.1534,0.5364,0.3016,0.1164,0.1569
Morton County,0.3411,0.8549,0.6567,0.0245,0.3077
Nemaha County,0.0426,0.181,0.0881,0.2106,0.057
Neosho County,0.5367,0.8759,0.3503,0.7311,0.6911
Ness County,0.1126,0.4858,0.4973,0.027,0.0999
Norton County,0.3045,0.3277,0.3917,0.1546,0.223
Osage County,0.2784,0.4302,0.182,0.1269,0.1909
Osborne County,0.0716,0.517,0.1572,0.0515,0.0687
Ottawa County,0.1336,0.1817,0.1409,0.0232,0.042
Pawnee County,0.2475,0.1734,0.4658,0.5727,0.3019
Phillips County,0.3423,0.6484,0.1753,0.2374,0.3137
Pottawatomie County,0.0191,0.0993,0.3322,0.2889,0.0544
Pratt County,0.252,0.7754,0.3917,0.2234,0.3341
Rawlins County,0.1928,0.8772,0.335,0.4123,0.3958
Reno County,0.4314,0.6153,0.4725,0.5072,0.5011
Republic County,0.0445,0.2918,0.0881,0.0655,0.041
Rice County,0.1387,0.5927,0.5148,0.1031,0.1823
Riley County,0.5733,0.0503,0.5978,0.9287,0.567
Rooks County,0.0277,0.224,0.1037,0.3185,0.071
Rush County,0.2844,0.1164,0.3446,0.0296,0.0916
Russell County,0.5857,0.3703,0.2914,0.1133,0.3226
Saline County,0.3691,0.7248,0.5406,0.4642,0.5008
Scott County,0.2841,0.9176,0.5953,0.1893,0.4349
Sedgwick County,0.6596,0.8123,0.7098,0.5562,0.7292
Seward County,0.7871,0.7429,0.966,0.7954,0.8578
Shawnee County,0.3869,0.7095,0.6398,0.7486,0.6137
Sheridan County,0.0404,0.5355,0.2234,0.0757,0.0706
Sherman County,0.4082,0.8956,0.4741,0.2494,0.4992
Smith County,0.0792,0.3128,0.1152,0.029,0.0404
Stafford County,0.1782,0.8031,0.4814,0.0671,0.2272
Stanton County,0.5603,0.3999,0.8225,0.063,0.3786
Stevens County,0.63,0.7257,0.797,0.4992,0.6879
Sumner County,0.3783,0.3929,0.3535,0.3124,0.3322
Thomas County,0.1021,0.3948,0.2628,0.1572,0.1247
Trego County,0.0506,0.0417,0.0089,0.0563,0.0105
Wabaunsee County,0.0458,0.3761,0.2733,0.0859,0.0636
Wallace County,0.0891,0.7865,0.3166,0.1219,0.1756
Washington County,0.029,0.6013,0.1928,0.1126,0.0802
Wichita County,0.3455,0.9583,0.6437,0.1473,0.4858
Wilson County,0.3898,0.8533,0.2485,0.3207,0.4566
Woodson County,0.4174,0.5877,0.1861,0.0681,0.2491
Wyandotte County,0.9612,0.8941,0.9227,0.678,0.9386
Adair County,0.7461,0.2109,0.2265,0.7735,0.6026
Allen County,0.7563,0.7617,0.0932,0.5288,0.6484
Anderson County,0.2908,0.3968,0.1696,0.0051,0.0843
Ballard County,0.2574,0.2039,0.2164,0.4757,0.2507
Barren County,0.7916,0.9068,0.3118,0.6599,0.7919
Bath County,0.5075,0.5772,0.0544,0.7108,0.5269
Bell County,0.9319,0.4187,0.1339,0.818,0.7782
Boone County,0.0369,0.4731,0.4146,0.1877,0.1177
Bourbon County,0.6691,0.6583,0.4416,0.2122,0.5237
Boyd County,0.637,0.7585,0.1985,0.7315,0.6704
Boyle County,0.6402,0.5339,0.4407,0.357,0.5304
Bracken County,0.4432,0.2908,0.0337,0.2364,0.2568
Breathitt County,0.7111,0.4445,0.0169,0.9497,0.6962
Breckinridge County,0.7197,0.8279,0.1508,0.4976,0.6481
Bullitt County,0.1922,0.4648,0.1928,0.1728,0.1779
Butler County,0.7658,0.7996,0.1152,0.8043,0.7623
Caldwell County,0.6592,0.819,0.3058,0.7216,0.7184
Calloway County,0.6363,0.1301,0.3322,0.7996,0.5482
Campbell County,0.2001,0.1024,0.2444,0.5542,0.2103
Carlisle County,0.5918,0.5059,0.1928,0.2453,0.4225
Carroll County,0.8743,0.9609,0.3723,0.7894,0.8886
Carter County,0.7639,0.3808,0.0455,0.5708,0.5581
Casey County,0.9376,0.6122,0.0881,0.8886,0.8361
Christian County,0.929,0.9335,0.7276,0.854,0.9469
Clark County,0.4938,0.7175,0.3166,0.4235,0.51
Clay County,0.8377,0.5498,0.2323,0.952,0.8174
Clinton County,0.6888,0.7862,0.119,0.5994,0.6472
Crittenden County,0.5587,0.6927,0.0757,0.4922,0.518
Cumberland County,0.8797,0.496,0.1508,0.8018,0.7544
Daviess County,0.3443,0.8199,0.3888,0.8247,0.6109
Edmonson County,0.6446,0.1763,0.0455,0.3554,0.3697
Elliott County,0.8848,0.2113,0.0337,0.9742,0.7617
Estill County,0.8686,0.958,0.0191,0.4289,0.7604
Fayette County,0.5329,0.1639,0.672,0.7611,0.5542
Fleming County,0.7878,0.685,0.0735,0.6376,0.6771
Floyd County,0.8626,0.4811,0.0115,0.7544,0.7073
Franklin County,0.426,0.8295,0.5094,0.6933,0.6255
Fulton County,0.881,0.7897,0.6685,0.943,0.91
Gallatin County,0.7066,0.1126,0.3563,0.7401,0.5514
Garrard County,0.6316,0.42,0.1753,0.099,0.3312
Grant County,0.2819,0.4228,0.1753,0.4082,0.2876
Graves County,0.5393,0.518,0.4308,0.5803,0.5507
Grayson County,0.643,0.7025,0.0474,0.461,0.5428
Green County,0.8046,0.8918,0.1037,0.23,0.629
Greenup County,0.4079,0.4464,0.0407,0.1349,0.2351
Hancock County,0.3083,0.4181,0.0735,0.1289,0.1874
Hardin County,0.3697,0.714,0.6029,0.6742,0.5721
Harlan County,0.8495,0.8167,0.0757,0.9055,0.8336
Harrison County,0.2895,0.1753,0.1276,0.567,0.2714
Hart County,0.8291,0.7951,0.265,0.7757,0.8037
Henderson County,0.4785,0.8463,0.4314,0.6608,0.6386
Henry County,0.7025,0.7362,0.2781,0.3586,0.5845
Hickman County,0.1966,0.3586,0.4018,0.3058,0.2326
Hopkins County,0.5552,0.7961,0.3592,0.6239,0.6344
Jackson County,0.7464,0.7789,0.0041,0.6325,0.664
Jefferson County,0.468,0.6723,0.7226,0.6516,0.622
Jessamine County,0.3987,0.5574,0.3697,0.2148,0.3474
Johnson County,0.7687,0.6841,0.0099,0.9007,0.7509
Kenton County,0.2313,0.3856,0.3723,0.4935,0.308
Knott County,0.7248,0.4836,0.0115,0.973,0.7334
Knox County,0.9154,0.7757,0.0474,0.9316,0.8584
Larue County,0.4553,0.5437,0.2587,0.0522,0.2501
Laurel County,0.5826,0.4706,0.0407,0.6942,0.5285
Lawrence County,0.7445,0.5765,0.0115,0.2214,0.4744
Lee County,0.854,0.4407,0.2062,0.9968,0.8492
Leslie County,0.7041,0.1324,0.0057,0.9182,0.5746
Letcher County,0.7833,0.7512,0.0073,0.6962,0.7012
Lewis County,0.8002,0.503,0.0048,0.4038,0.5495
Lincoln County,0.7031,0.8155,0.1457,0.3455,0.5835
Livingston County,0.497,0.496,0.0735,0.0582,0.2374
Logan County,0.6274,0.4852,0.3503,0.2599,0.4671
Lyon County,0.1718,0.1616,0.3563,0.3576,0.1845
McCracken County,0.3436,0.4763,0.4913,0.8626,0.5517
McCreary County,0.7311,0.3077,0.314,0.9087,0.6965
McLean County,0.195,0.21,0.0627,0.4165,0.1839
Madison County,0.4843,0.1005,0.328,0.5982,0.3843
Magoffin County,0.8396,0.6872,0.0057,0.8062,0.7595
Marion County,0.6949,0.8791,0.3697,0.7957,0.7859
Marshall County,0.1833,0.3163,0.0191,0.3175,0.1699
Martin County,0.7079,0.1537,0.3592,0.9618,0.6869
Mason County,0.6042,0.8304,0.3535,0.5743,0.6542
Meade County,0.1839,0.2272,0.335,0.2084,0.1559
Menifee County,0.5469,0.6907,0.0191,0.7136,0.5676
Mercer County,0.2774,0.2323,0.2781,0.126,0.1591
Metcalfe County,0.6217,0.4108,0.0627,0.7194,0.5453
Monroe County,0.581,0.9112,0.1409,0.777,0.714
Montgomery County,0.6936,0.7,0.1753,0.4617,0.5896
Morgan County,0.5845,0.2256,0.1985,0.9297,0.5918
Muhlenberg County,0.5307,0.2584,0.182,0.3325,0.3535
Nelson County,0.1359,0.3532,0.2879,0.0496,0.0888
Nicholas County,0.6001,0.1868,0.0229,0.5345,0.4111
Ohio County,0.4158,0.9252,0.1225,0.1817,0.4251
Oldham County,0.0181,0.1702,0.3723,0.112,0.0398
Owen County,0.5507,0.3058,0.0932,0.133,0.2711
Owsley County,0.7082,0.2246,0.2323,0.5371,0.5078
Pendleton County,0.6252,0.3662,0.1225,0.6351,0.5221
Perry County,0.7566,0.7343,0.0932,0.6767,0.6901
Pike County,0.8673,0.5272,0.0229,0.8489,0.7506
Powell County,0.867,0.5651,0.0757,0.938,0.7992
Pulaski County,0.7483,0.8886,0.1339,0.3735,0.6456
Robertson County,0.7251,0.5339,0.0115,0.6246,0.587
Rockcastle County,0.6389,0.4178,0.0099,0.6621,0.5291
Rowan County,0.6927,0.014,0.0932,0.9586,0.5065
Russell County,0.6812,0.938,0.1572,0.2552,0.6029
Scott County,0.0544,0.5501,0.4018,0.2552,0.1572
Shelby County,0.2564,0.3789,0.5383,0.3007,0.2892
Simpson County,0.4779,0.0372,0.4314,0.2205,0.2259
Spencer County,0.1448,0.069,0.1276,0.0347,0.0356
Taylor County,0.2911,0.5654,0.3086,0.3789,0.3395
Todd County,0.7572,0.7455,0.4273,0.8533,0.7986
Trigg County,0.685,0.7846,0.377,0.5352,0.6672
Trimble County,0.419,0.3805,0.2062,0.4232,0.3633
Union County,0.2794,0.1829,0.3649,0.3468,0.2424
Warren County,0.6265,0.6029,0.5819,0.9415,0.7731
Washington County,0.3735,0.6373,0.3592,0.3818,0.4184
Wayne County,0.7941,0.9255,0.1696,0.3128,0.6812
Webster County,0.5317,0.9704,0.3484,0.5702,0.706
Whitley County,0.8918,0.5027,0.0407,0.9831,0.8365
Wolfe County,0.902,0.4728,0.0006,0.8995,0.776
Woodford County,0.1085,0.6659,0.4085,0.1378,0.1801
Acadia Parish,0.8867,0.8781,0.5759,0.7935,0.8832
Allen Parish,0.7525,0.9354,0.6647,0.944,0.903
Ascension Parish,0.2259,0.6717,0.7105,0.3274,0.384
Assumption Parish,0.7719,0.5854,0.7226,0.5635,0.7296
Avoyelles Parish,0.9545,0.9383,0.7299,0.9084,0.9682
Beauregard Parish,0.4744,0.5377,0.5415,0.6131,0.5498
Bienville Parish,0.8944,0.9612,0.8492,0.9695,0.9755
Bossier Parish,0.721,0.7381,0.7359,0.7019,0.7773
Caddo Parish,0.9033,0.8202,0.9017,0.8963,0.9329
Calcasieu Parish,0.616,0.5673,0.7105,0.7693,0.7149
Caldwell Parish,0.8568,0.6777,0.5775,0.986,0.9052
Cameron Parish,0.2644,0.5415,0.377,0.2899,0.2984
Catahoula Parish,0.8374,0.2911,0.7121,0.9876,0.8581
Claiborne Parish,0.7636,0.2876,0.8899,0.9395,0.8069
Concordia Parish,0.9561,0.9924,0.8088,0.9577,0.9949
De Soto Parish,0.7397,0.8988,0.7929,0.5784,0.8101
East Baton Rouge Parish,0.7903,0.6347,0.9017,0.8546,0.846
East Carroll Parish,0.9469,0.4897,0.9672,0.7496,0.8781
East Feliciana Parish,0.4741,0.056,0.8403,0.9609,0.5937
Evangeline Parish,0.9841,0.9955,0.7261,0.9895,0.999
Franklin Parish,0.9122,0.7525,0.7178,0.4337,0.8053
Grant Parish,0.6163,0.5908,0.6045,0.8231,0.7219
Iberia Parish,0.8409,0.9351,0.8059,0.9115,0.936
Iberville Parish,0.7308,0.7222,0.8842,0.8953,0.8501
Jackson Parish,0.6192,0.9173,0.7003,0.8524,0.8301
Jefferson Parish,0.8288,0.8559,0.8673,0.5148,0.8295
Jefferson Davis Parish,0.5113,0.7079,0.5759,0.4203,0.5549
Lafayette Parish,0.6344,0.5205,0.7321,0.8285,0.735
Lafourche Parish,0.6815,0.5609,0.5915,0.8384,0.7416
LaSalle Parish,0.3274,0.4547,0.5326,0.6456,0.4648
Lincoln Parish,0.7544,0.1712,0.8524,0.9507,0.7786
Livingston Parish,0.3344,0.6933,0.4378,0.5135,0.4709
Madison Parish,0.9663,0.964,0.9459,1,1
Morehouse Parish,0.9488,0.7601,0.8804,0.9354,0.9558
Natchitoches Parish,0.9017,0.4668,0.8661,0.9924,0.9281
Orleans Parish,0.9115,0.3595,0.9567,0.7381,0.8381
Ouachita Parish,0.882,0.5682,0.8116,0.9303,0.8845
Plaquemines Parish,0.4092,0.7197,0.7626,0.7451,0.651
Pointe Coupee Parish,0.8428,0.7521,0.7859,0.2138,0.7127
Rapides Parish,0.7744,0.9189,0.776,0.922,0.9071
Red River Parish,0.6742,0.7929,0.8225,0.3105,0.6662
Richland Parish,0.8737,0.5097,0.7751,0.9058,0.8632
Sabine Parish,0.8724,0.973,0.7121,0.5673,0.8848
St. Bernard Parish,0.9392,0.9516,0.7859,0.5173,0.9026
St. Charles Parish,0.3624,0.8244,0.7308,0.161,0.4451
St. Helena Parish,0.8021,0.9812,0.8953,0.8746,0.9478
St. James Parish,0.2189,0.2956,0.8762,0.2164,0.2701
St. John the Baptist Parish,0.7556,0.8209,0.9567,0.2284,0.7152
St. Landry Parish,0.9453,0.7531,0.8482,0.8505,0.9262
St. Martin Parish,0.7219,0.6612,0.7321,0.5078,0.7041
St. Mary Parish,0.8425,0.9469,0.8212,0.7719,0.9109
St. Tammany Parish,0.4537,0.8648,0.5953,0.1699,0.4868
Tangipahoa Parish,0.7992,0.8963,0.7626,0.7397,0.8651
Tensas Parish,0.9497,0.3471,0.9122,0.7111,0.8454
Terrebonne Parish,0.6452,0.7607,0.7156,0.8075,0.7821
Union Parish,0.798,0.8711,0.6742,0.8451,0.8724
Vermilion Parish,0.7006,0.8915,0.5711,0.6923,0.7875
Vernon Parish,0.7343,0.8412,0.6685,0.8088,0.832
Washington Parish,0.9383,0.9771,0.7308,0.9526,0.9822
Webster Parish,0.8476,0.7047,0.7617,0.8966,0.8775
West Baton Rouge Parish,0.4811,0.2704,0.8403,0.8721,0.6341
West Carroll Parish,0.6093,0.8241,0.5383,0.4149,0.6325
West Feliciana Parish,0.4531,0.0722,0.8591,0.6729,0.4668
Winn Parish,0.5886,0.797,0.7245,0.7235,0.7401
Androscoggin County,0.4725,0.5173,0.3166,0.8715,0.6007
Aroostook County,0.636,0.6771,0.1409,0.7677,0.6545
Cumberland County,0.1063,0.0401,0.3563,0.5721,0.1413
Franklin County,0.3993,0.315,0.0821,0.8215,0.4569
Hancock County,0.3608,0.0891,0.119,0.3955,0.2183
Kennebec County,0.2946,0.2934,0.1276,0.7082,0.357
Knox County,0.2759,0.0834,0.0757,0.3777,0.1724
Lincoln County,0.2065,0.132,0.1457,0.1578,0.1094
Oxford County,0.6465,0.0942,0.1276,0.3595,0.3452
Penobscot County,0.398,0.1365,0.1928,0.8699,0.4416
Piscataquis County,0.5749,0.4524,0.1654,0.4963,0.4804
Sagadahoc County,0.2972,0.0519,0.1276,0.1273,0.1015
Somerset County,0.5361,0.1228,0.0544,0.3856,0.3
Waldo County,0.4578,0.2647,0.1339,0.2908,0.2902
Washington County,0.7751,0.6147,0.3563,0.5498,0.6694
York County,0.1626,0.1174,0.2214,0.2879,0.1304
Allegany County,0.532,0.3917,0.3847,0.7302,0.5552
Anne Arundel County,0.0773,0.2027,0.7286,0.2962,0.1639
Baltimore County,0.3653,0.5103,0.8428,0.6748,0.5571
Calvert County,0.0095,0.0261,0.5978,0.0159,0.0057
Caroline County,0.7318,0.868,0.6277,0.5218,0.7579
Carroll County,0.0153,0.0662,0.3824,0.1285,0.0277
Cecil County,0.2991,0.2539,0.4839,0.4661,0.322
Charles County,0.0951,0.3894,0.9424,0.1028,0.174
Dorchester County,0.6809,0.9513,0.7655,0.4766,0.7824
Frederick County,0.063,0.2504,0.6726,0.1763,0.1234
Garrett County,0.2389,0.448,0.0299,0.4356,0.2564
Harford County,0.0531,0.1355,0.6233,0.1397,0.0789
Howard County,0.027,0.4769,0.8785,0.1689,0.1483
Kent County,0.3003,0.5931,0.5778,0.4674,0.4353
Montgomery County,0.2711,0.4388,0.9122,0.623,0.4893
Prince George's County,0.7159,0.5116,0.9914,0.8676,0.8161
Queen Anne's County,0.1215,0.112,0.4496,0.0188,0.043
St. Mary's County,0.0945,0.4057,0.6449,0.4244,0.2466
Somerset County,0.797,0.4639,0.861,0.987,0.8794
Talbot County,0.1852,0.7935,0.5854,0.2316,0.3338
Washington County,0.4788,0.5867,0.5867,0.7846,0.6325
Wicomico County,0.7178,0.5829,0.7735,0.8438,0.7916
Worcester County,0.3933,0.3697,0.5437,0.4798,0.4305
Baltimore City,0.811,0.6169,0.9698,0.8466,0.8565
Barnstable County,0.1537,0.3003,0.3917,0.1107,0.1279
Berkshire County,0.3242,0.4311,0.3939,0.6061,0.4235
Bristol County,0.5148,0.6332,0.5558,0.699,0.6227
Dukes County,0.3821,0.2704,0.5094,0.0064,0.133
Essex County,0.3869,0.5584,0.7038,0.8024,0.6055
Franklin County,0.3742,0.5619,0.3248,0.5037,0.4375
Hampden County,0.6637,0.8638,0.7798,0.776,0.8177
Hampshire County,0.2463,0.0582,0.4763,0.664,0.2708
Middlesex County,0.1219,0.062,0.6885,0.8282,0.2854
Nantucket County,0.1728,0.0442,0.6548,0.1199,0.1031
Norfolk County,0.1378,0.126,0.6487,0.741,0.2959
Plymouth County,0.1992,0.3605,0.5597,0.4715,0.3064
Suffolk County,0.6853,0.1982,0.8988,0.978,0.7849
Worcester County,0.3373,0.406,0.6268,0.7423,0.51
Alcona County,0.4203,0.2234,0.1094,0.0274,0.1298
Alger County,0.209,0.1075,0.4948,0.6866,0.2908
Allegan County,0.1225,0.3694,0.3977,0.2278,0.1677
Alpena County,0.4951,0.4617,0.0881,0.4563,0.4165
Antrim County,0.1479,0.0904,0.1339,0.0977,0.0566
Arenac County,0.4696,0.5052,0.1276,0.3306,0.377
Baraga County,0.2975,0.202,0.6402,0.7006,0.4178
Barry County,0.1604,0.1206,0.1753,0.0865,0.0668
Bay County,0.371,0.3048,0.3248,0.2978,0.294
Benzie County,0.2456,0.0547,0.1861,0.1056,0.0818
Berrien County,0.6179,0.5743,0.6223,0.5737,0.6338
Branch County,0.5883,0.6949,0.3248,0.8921,0.7181
Calhoun County,0.5982,0.678,0.5867,0.6888,0.6815
Cass County,0.3554,0.2097,0.4356,0.1324,0.2122
Charlevoix County,0.1759,0.2542,0.1753,0.2418,0.1518
Cheboygan County,0.4995,0.2281,0.2781,0.139,0.2599
Chippewa County,0.5574,0.1769,0.6971,0.9112,0.6373
Clare County,0.9068,0.5527,0.1094,0.5339,0.693
Clinton County,0.0554,0.1136,0.3388,0.0802,0.0414
Crawford County,0.5157,0.4276,0.182,0.2739,0.3707
Delta County,0.3506,0.2402,0.2536,0.5463,0.335
Dickinson County,0.0576,0.1798,0.1225,0.3589,0.0945
Eaton County,0.1244,0.265,0.503,0.2886,0.1782
Emmet County,0.1406,0.0706,0.3118,0.2994,0.1149
Genesee County,0.6424,0.7369,0.6513,0.4683,0.6573
Gladwin County,0.7133,0.4349,0.0821,0.4687,0.5202
Gogebic County,0.3178,0.1686,0.2587,0.3506,0.2418
Grand Traverse County,0.1737,0.0856,0.2214,0.6227,0.2033
Gratiot County,0.3509,0.1839,0.4356,0.7251,0.4171
Hillsdale County,0.4703,0.322,0.1225,0.7751,0.483
Houghton County,0.5259,0.0216,0.2444,0.8778,0.4213
Huron County,0.3703,0.2227,0.0757,0.2014,0.2046
Ingham County,0.5326,0.1282,0.6911,0.8543,0.5759
Ionia County,0.294,0.0786,0.4085,0.7378,0.3296
Iosco County,0.6682,0.3987,0.1985,0.2444,0.4362
Iron County,0.3493,0.4308,0.1457,0.4213,0.3239
Isabella County,0.7881,0.0153,0.4445,0.8883,0.5711
Jackson County,0.4279,0.3535,0.4725,0.706,0.5014
Kalamazoo County,0.4098,0.1486,0.5927,0.6109,0.4257
Kalkaska County,0.5332,0.1966,0.1861,0.2561,0.3035
Kent County,0.2587,0.4674,0.6437,0.6239,0.4464
Keweenaw County,0.1098,0.0929,0.0229,0.0029,0.0076
Lake County,0.9259,0.3118,0.5119,0.5342,0.721
Lapeer County,0.2507,0.2644,0.2733,0.2571,0.2065
Leelanau County,0.0328,0.0687,0.3016,0.0229,0.0118
Lenawee County,0.4171,0.3662,0.4165,0.5441,0.4403
Livingston County,0.0318,0.0162,0.1339,0.049,0.0041
Luce County,0.5005,0.5698,0.5218,0.5037,0.5313
Mackinac County,0.6029,0.448,0.6437,0.6465,0.6211
Macomb County,0.4127,0.4095,0.5867,0.3353,0.4079
Manistee County,0.3961,0.2724,0.3592,0.4438,0.3583
Marquette County,0.3277,0.0353,0.2323,0.5571,0.2291
Mason County,0.3598,0.3032,0.2816,0.5756,0.3812
Mecosta County,0.6141,0.2418,0.2816,0.9122,0.6102
Menominee County,0.181,0.1565,0.2062,0.3194,0.1553
Midland County,0.1473,0.1257,0.2854,0.4413,0.1683
Missaukee County,0.6246,0.5663,0.2062,0.2991,0.4757
Monroe County,0.2771,0.1066,0.2914,0.2046,0.1588
Montcalm County,0.4722,0.1833,0.335,0.7273,0.4607
Montmorency County,0.7518,0.3977,0.0627,0.1957,0.4311
Muskegon County,0.5091,0.4798,0.6029,0.7945,0.63
Newaygo County,0.5367,0.6974,0.3322,0.4868,0.5463
Oakland County,0.1298,0.1225,0.6656,0.2119,0.1435
Oceana County,0.5212,0.7051,0.5218,0.6443,0.6252
Ogemaw County,0.6503,0.4919,0.1152,0.3681,0.4766
Ontonagon County,0.2899,0.2033,0.1037,0.0939,0.1269
Osceola County,0.6608,0.6115,0.182,0.5924,0.5924
Oscoda County,0.8801,0.5482,0.0932,0.2778,0.5797
Otsego County,0.3322,0.5692,0.0983,0.2339,0.2759
Ottawa County,0.0544,0.119,0.4814,0.4801,0.1371
Presque Isle County,0.356,0.3083,0.0579,0.1534,0.1957
Roscommon County,0.5129,0.5065,0.1696,0.2781,0.3898
Saginaw County,0.601,0.6774,0.6885,0.6013,0.6707
St. Clair County,0.4302,0.3707,0.2781,0.1985,0.2914
St. Joseph County,0.5667,0.763,0.4248,0.4712,0.5905
Sanilac County,0.5577,0.5017,0.1508,0.4397,0.4613
Schoolcraft County,0.7016,0.6265,0.434,0.2762,0.552
Shiawassee County,0.2224,0.1709,0.1339,0.2383,0.1489
Tuscola County,0.3786,0.2555,0.2109,0.3544,0.2841
Van Buren County,0.5593,0.7413,0.5326,0.6281,0.6494
Washtenaw County,0.2571,0.0232,0.6847,0.8056,0.3223
Wayne County,0.8234,0.881,0.8769,0.6367,0.861
Wexford County,0.5355,0.5581,0.2109,0.5288,0.5056
Aitkin County,0.4464,0.2698,0.1508,0.2755,0.2838
Anoka County,0.0837,0.3303,0.5654,0.3178,0.1807
Becker County,0.2615,0.4451,0.4165,0.5616,0.3808
Beltrami County,0.5768,0.4572,0.6548,0.9647,0.755
Benton County,0.1362,0.4136,0.3748,0.8301,0.3719
Big Stone County,0.0592,0.1855,0.0474,0.3567,0.0881
Blue Earth County,0.2822,0.0433,0.4018,0.9325,0.3831
Brown County,0.05,0.237,0.1928,0.413,0.1145
Carlton County,0.21,0.4808,0.3649,0.6386,0.3678
Carver County,0.0048,0.1954,0.3818,0.0862,0.0337
Cass County,0.4763,0.2291,0.5202,0.2657,0.3465
Chippewa County,0.5145,0.8024,0.4222,0.6806,0.6452
Chisago County,0.0385,0.0251,0.2323,0.3131,0.0426
Clay County,0.2514,0.2383,0.4314,0.8807,0.4381
Clearwater County,0.7381,0.5552,0.4658,0.9109,0.7779
Cook County,0.0503,0.1298,0.4378,0.2253,0.084
Cottonwood County,0.1823,0.9004,0.4613,0.6102,0.4903
Crow Wing County,0.2889,0.2393,0.1152,0.2984,0.2087
Dakota County,0.0601,0.4123,0.6013,0.2071,0.1492
Dodge County,0.0111,0.1839,0.265,0.1543,0.0401
Douglas County,0.0614,0.2886,0.0675,0.3971,0.1174
Faribault County,0.1661,0.3742,0.328,0.1734,0.1629
Fillmore County,0.1584,0.371,0.0579,0.433,0.2004
Freeborn County,0.3516,0.7203,0.4763,0.524,0.4986
Goodhue County,0.1266,0.1196,0.2733,0.4979,0.1645
Grant County,0.2323,0.4951,0.1339,0.1861,0.1998
Hennepin County,0.1979,0.1979,0.7038,0.8126,0.4108
Houston County,0.0235,0.1546,0.0983,0.0716,0.0207
Hubbard County,0.2358,0.2937,0.2364,0.5297,0.2809
Isanti County,0.2081,0.1199,0.1861,0.0996,0.0913
Itasca County,0.3465,0.3089,0.314,0.6405,0.4012
