County,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES
Reagan County,0.5794,0.4276,0.979,0.1919,0.5052
Real County,0.5523,0.9806,0.6309,0.6392,0.783
Red River County,0.7945,0.6783,0.6287,0.3796,0.6895
Reeves County,0.9389,0.7035,0.9809,0.9462,0.9548
Refugio County,0.91,0.9962,0.9201,0.7133,0.9653
Roberts County,0.1406,0.0067,0.4741,0.2437,0.0576
Robertson County,0.707,0.9793,0.8199,0.6322,0.8546
Rockwall County,0.0913,0.28,0.7066,0.0875,0.1164
Runnels County,0.4922,0.985,0.7821,0.0242,0.5148
Rusk County,0.7486,0.7464,0.7537,0.7248,0.7973
Sabine County,0.8839,0.4868,0.4537,0.1327,0.5609
San Augustine County,0.9793,0.944,0.6828,0.972,0.9885
San Jacinto County,0.9329,0.875,0.6347,0.2965,0.8091
San Patricio County,0.846,0.9761,0.9354,0.7101,0.9249
San Saba County,0.6977,0.6561,0.7521,0.3522,0.6389
Schleicher County,0.7401,0.762,0.9052,0.0735,0.5803
Scurry County,0.5202,0.4846,0.8686,0.3548,0.5332
Shackelford County,0.511,0.2119,0.4445,0.3872,0.3936
Shelby County,0.77,0.9481,0.7751,0.7598,0.8778
Sherman County,0.4757,0.9485,0.833,0.2654,0.6309
Smith County,0.7334,0.7916,0.797,0.7735,0.8234
Somervell County,0.2959,0.6468,0.5597,0.6853,0.5135
Starr County,0.9978,0.9682,0.999,0.7197,0.9905
Stephens County,0.9768,0.9539,0.6806,0.9752,0.9898
Sterling County,0.1794,0.2447,0.7156,0.0636,0.1419
Stonewall County,0.4769,0.2214,0.6449,0.132,0.2994
Sutton County,0.7448,0.8145,0.9777,0.4283,0.7687
Swisher County,0.95,0.7766,0.9096,0.713,0.9103
Tarrant County,0.7792,0.6707,0.8982,0.5017,0.7585
Taylor County,0.6363,0.7289,0.7655,0.7353,0.7591
Terrell County,0.0767,0.6812,0.8533,0.0025,0.0859
Terry County,0.9625,0.9462,0.9325,0.9128,0.9828
Throckmorton County,0.4375,0.2428,0.4496,0.0143,0.1581
Titus County,0.8956,0.9227,0.9052,0.6252,0.8995
Tom Green County,0.6204,0.7957,0.8673,0.8304,0.8113
Travis County,0.5527,0.0935,0.882,0.7805,0.5702
Trinity County,0.8552,0.9879,0.574,0.7518,0.9185
Tyler County,0.8842,0.9103,0.5501,0.951,0.9319
Upshur County,0.6841,0.7817,0.5425,0.259,0.6017
Upton County,0.6876,0.7092,0.9185,0.6567,0.77
Uvalde County,0.9065,0.9968,0.9749,0.9364,0.9911
Val Verde County,0.8371,0.9329,0.9889,0.8877,0.9437
Van Zandt County,0.6538,0.7633,0.4948,0.265,0.5714
Victoria County,0.8606,0.8937,0.9052,0.8377,0.9198
Walker County,0.9755,0.1161,0.8225,0.9997,0.9392
Waller County,0.7868,0.5262,0.9176,0.8514,0.8317
Ward County,0.6548,0.8412,0.9345,0.3987,0.7235
Washington County,0.4467,0.4601,0.7585,0.8826,0.6522
Webb County,0.9917,0.917,0.9987,0.8034,0.9831
Wharton County,0.9141,0.9319,0.9045,0.8078,0.9456
Wheeler County,0.9036,0.986,0.6828,0.5377,0.9045
Wichita County,0.7372,0.6876,0.741,0.8416,0.8167
Wilbarger County,0.9691,0.8906,0.8272,0.7938,0.9561
Willacy County,0.9892,0.91,0.993,0.8428,0.985
Williamson County,0.2701,0.4009,0.8199,0.2275,0.3207
Wilson County,0.2351,0.2402,0.833,0.3363,0.2972
Winkler County,0.3958,0.3252,0.9523,0.3388,0.4448
Wise County,0.4483,0.79,0.6128,0.3923,0.5422
Wood County,0.7124,0.847,0.5011,0.6771,0.7655
Yoakum County,0.622,0.5918,0.9644,0.2472,0.587
Young County,0.4639,0.9535,0.5892,0.1575,0.5345
Zapata County,0.9901,0.9809,0.9984,0.9014,0.9968
Zavala County,0.8813,0.9905,0.9978,0.4292,0.909
Beaver County,0.1556,0.5612,0.4658,0.0519,0.1457
Box Elder County,0.1527,0.1416,0.3977,0.1686,0.1215
Cache County,0.2816,0.2889,0.4779,0.538,0.3478
Carbon County,0.7051,0.7436,0.4932,0.3748,0.6297
Daggett County,0.2199,0.0506,0.182,0.5469,0.1849
Davis County,0.0325,0.2822,0.4948,0.1069,0.0678
Duchesne County,0.5778,0.4629,0.4445,0.5167,0.5361
Emery County,0.1645,0.6729,0.2914,0.2008,0.2269
Garfield County,0.4617,0.364,0.3446,0.251,0.3423
Grand County,0.433,0.3331,0.5218,0.5597,0.4582
Iron County,0.5017,0.2809,0.4496,0.384,0.4114
Juab County,0.0487,0.1887,0.2692,0.1823,0.0659
Kane County,0.2265,0.5861,0.2399,0.2663,0.259
Millard County,0.4241,0.8657,0.4763,0.1642,0.4502
Morgan County,0.0019,0.0146,0.1409,0.0019,0
Piute County,0.9478,0.3293,0.0544,0.1753,0.5402
Rich County,0.0811,0.8193,0.4117,0.1829,0.2141
Salt Lake County,0.3325,0.4044,0.6777,0.552,0.4512
San Juan County,0.8524,0.9688,0.8988,0.8794,0.9567
Sanpete County,0.6064,0.2743,0.4146,0.5507,0.5116
Sevier County,0.37,0.1931,0.2485,0.4162,0.2886
Summit County,0.0267,0.251,0.4556,0.091,0.0509
Tooele County,0.1206,0.3204,0.5269,0.238,0.1766
Uintah County,0.5644,0.4216,0.5294,0.5081,0.5297
Utah County,0.1798,0.1963,0.5183,0.5011,0.2555
Wasatch County,0.0776,0.1508,0.4871,0.1114,0.0748
Washington County,0.3382,0.5762,0.4763,0.3309,0.3875
Wayne County,0.244,0.3166,0.0041,0.0589,0.1053
Weber County,0.2393,0.4944,0.6083,0.3891,0.3471
Addison County,0.1518,0.0652,0.2323,0.4499,0.139
Bennington County,0.2736,0.433,0.1861,0.5861,0.349
Caledonia County,0.2113,0.4473,0.1225,0.5367,0.2844
Chittenden County,0.1763,0.0245,0.3802,0.7722,0.2205
Essex County,0.6386,0.5752,0.0983,0.1852,0.4155
Franklin County,0.2444,0.0748,0.1654,0.1976,0.1219
Grand Isle County,0.1203,0.0156,0.2485,0.0057,0.006
Lamoille County,0.2685,0.034,0.1276,0.3678,0.1409
Orange County,0.1565,0.0967,0.0735,0.224,0.0939
Orleans County,0.4508,0.3038,0.1037,0.4664,0.3548
Rutland County,0.2879,0.1661,0.1094,0.9093,0.3955
Washington County,0.1222,0.1098,0.1508,0.5791,0.161
Windham County,0.3248,0.3159,0.2265,0.4878,0.3185
Windsor County,0.1817,0.0961,0.1409,0.4143,0.1499
Accomack County,0.7416,0.8982,0.791,0.7973,0.8597
Albemarle County,0.1295,0.245,0.5927,0.5059,0.2469
Alleghany County,0.3099,0.1864,0.2444,0.5918,0.3102
Amelia County,0.4808,0.2399,0.6287,0.2924,0.3853
Amherst County,0.4244,0.1632,0.6198,0.4973,0.4022
Appomattox County,0.2848,0.1419,0.5892,0.0557,0.1441
Arlington County,0.0423,0.0115,0.7894,0.7945,0.1597
Augusta County,0.1591,0.1626,0.3166,0.5266,0.2129
Bath County,0.3678,0.16,0.1409,0.1314,0.1674
Bedford County,0.0878,0.1215,0.4085,0.1721,0.0853
Bland County,0.0493,0.0458,0.1276,0.6195,0.0974
Botetourt County,0.0375,0.0226,0.2294,0.0783,0.013
Brunswick County,0.8101,0.308,0.9141,0.9281,0.8311
Buchanan County,0.8517,0.5049,0.015,0.4381,0.5975
Buckingham County,0.6974,0.2437,0.7725,0.7614,0.6758
Campbell County,0.3567,0.4458,0.5581,0.4365,0.4152
Caroline County,0.3064,0.4209,0.7537,0.3901,0.399
Carroll County,0.5861,0.3016,0.1225,0.1114,0.2797
Charles City County,0.3945,0.1934,0.8988,0.09,0.2685
Charlotte County,0.6172,0.86,0.6885,0.6344,0.7436
Chesterfield County,0.2421,0.6452,0.7929,0.111,0.2943
Clarke County,0.0926,0.098,0.4445,0.0916,0.0598
Craig County,0.0538,0.1059,0.0627,0.2864,0.0589
Culpeper County,0.357,0.5511,0.6923,0.3401,0.4327
Cumberland County,0.3532,0.5196,0.7391,0.371,0.4426
Dickenson County,0.5717,0.3058,0.0032,0.644,0.4629
Dinwiddie County,0.3656,0.1495,0.7502,0.3229,0.3261
Essex County,0.9593,0.6048,0.8438,0.4311,0.8272
Fairfax County,0.112,0.2574,0.8775,0.3621,0.2412
Fauquier County,0.0764,0.3802,0.5654,0.0286,0.0732
Floyd County,0.1546,0.0955,0.1696,0.1941,0.0929
Fluvanna County,0.0821,0.027,0.5915,0.1658,0.0582
Franklin County,0.2275,0.1909,0.3847,0.7028,0.321
Frederick County,0.2179,0.4715,0.5183,0.2135,0.2545
Giles County,0.1273,0.099,0.0821,0.3334,0.1037
Gloucester County,0.133,0.0732,0.4683,0.0089,0.0344
Goochland County,0.0041,0.0449,0.5667,0.4009,0.0592
Grayson County,0.6414,0.6755,0.3446,0.4648,0.5851
Greene County,0.1683,0.6096,0.5269,0.1365,0.2199
Greensville County,0.8883,0.3016,0.9405,0.9847,0.8979
Halifax County,0.6977,0.8365,0.7859,0.5749,0.7684
Hanover County,0.0185,0.0735,0.4932,0.0837,0.0274
Henrico County,0.266,0.4677,0.8661,0.2183,0.3414
Henry County,0.7553,0.7614,0.6828,0.6494,0.7757
Highland County,0.3901,0.1368,0.0821,0.0751,0.1352
Isle of Wight County,0.2733,0.2784,0.6726,0.1279,0.2243
James City County,0.078,0.5781,0.6249,0.1499,0.1763
King and Queen County,0.6382,0.0239,0.7136,0.0277,0.1973
King George County,0.09,0.1397,0.6647,0.0239,0.0528
King William County,0.1082,0.1874,0.5727,0.0022,0.0334
Lancaster County,0.7331,0.3907,0.7089,0.1565,0.5075
Lee County,0.9217,0.908,0.2062,0.8374,0.8788
Loudoun County,0.0197,0.3322,0.8524,0.1374,0.1059
Louisa County,0.5049,0.1406,0.5829,0.0885,0.2542
Lunenburg County,0.7661,0.9561,0.7983,0.93,0.9243
Madison County,0.3398,0.077,0.4518,0.125,0.1594
Mathews County,0.2205,0.307,0.4416,0.0127,0.1002
Mecklenburg County,0.5581,0.8088,0.7798,0.6812,0.7308
Middlesex County,0.3089,0.3115,0.5644,0.3026,0.3042
Montgomery County,0.3621,0.0029,0.4779,0.9017,0.2873
Nelson County,0.3672,0.1699,0.5202,0.2033,0.2536
New Kent County,0.0115,0.0111,0.574,0.0111,0.0025
Northampton County,0.6857,0.6977,0.8272,0.7782,0.79
Northumberland County,0.3805,0.0757,0.6901,0.0935,0.1922
Nottoway County,0.9303,0.5151,0.8438,0.6592,0.8425
Orange County,0.2459,0.2434,0.5797,0.3172,0.2593
Page County,0.6602,0.3831,0.1753,0.1359,0.363
Patrick County,0.2768,0.3557,0.3058,0.2956,0.2558
Pittsylvania County,0.6777,0.7973,0.6233,0.5126,0.7054
Powhatan County,0.0226,0.008,0.4248,0.0181,0.0022
Prince Edward County,0.5313,0.1801,0.776,0.8552,0.6106
Prince George County,0.4582,0.0681,0.8549,0.4158,0.3805
Prince William County,0.3213,0.5813,0.9195,0.2144,0.4117
Pulaski County,0.2304,0.1658,0.2854,0.3465,0.2011
Rappahannock County,0.4515,0.076,0.3824,0,0.0573
Richmond County,0.4566,0.2663,0.776,0.7289,0.5485
Roanoke County,0.0681,0.3134,0.4537,0.2339,0.1333
Rockbridge County,0.1753,0.1947,0.265,0.153,0.125
Rockingham County,0.2339,0.2733,0.3888,0.3808,0.2526
Russell County,0.6023,0.2339,0.0169,0.3242,0.3468
Scott County,0.4865,0.301,0.0169,0.7827,0.4712
Shenandoah County,0.469,0.7992,0.4146,0.1476,0.4298
Smyth County,0.5542,0.8931,0.1152,0.7671,0.6841
Southampton County,0.3942,0.287,0.7693,0.4184,0.4279
Spotsylvania County,0.3303,0.2994,0.7261,0.1336,0.2654
Stafford County,0.0904,0.4734,0.8212,0.2794,0.2428
Surry County,0.5119,0.4031,0.8447,0.1995,0.448
Sussex County,0.7012,0.2144,0.9201,0.8871,0.7385
Tazewell County,0.6417,0.5619,0.1409,0.665,0.5883
Warren County,0.6061,0.2704,0.4683,0.4792,0.496
Washington County,0.3124,0.3147,0.0579,0.3904,0.2549
Westmoreland County,0.9281,0.903,0.7537,0.2638,0.8193
Wise County,0.8756,0.5387,0.2587,0.8937,0.8046
Wythe County,0.3812,0.72,0.1339,0.3983,0.4139
York County,0.0633,0.5269,0.6911,0.1384,0.1543
Alexandria City,0.2345,0.0242,0.8651,0.7442,0.3178
Bristol City,0.8088,0.8381,0.3888,0.5902,0.7696
Buena Vista City,0.6332,0.3732,0.3961,0.4053,0.4983
Charlottesville City,0.6513,0.0334,0.72,0.8562,0.5727
Chesapeake City,0.3153,0.6125,0.8291,0.2475,0.4149
Colonial Heights City,0.4782,0.9443,0.678,0.1912,0.5651
Covington City,0.4073,0.468,0.5237,0.1352,0.3128
Danville City,0.9322,0.9765,0.9176,0.8979,0.9796
Emporia City,0.9071,0.994,0.9784,0.4228,0.9233
Fairfax City,0.1413,0.1117,0.8508,0.8113,0.3551
Falls Church City,0.055,0.4047,0.678,0.4486,0.2189
Franklin City,0.7241,0.7165,0.9303,0.6745,0.7938
Fredericksburg City,0.5851,0.3624,0.8101,0.9675,0.7636
Galax City,0.9249,0.9478,0.6561,0.8928,0.9532
Hampton City,0.6277,0.58,0.937,0.7464,0.748
Harrisonburg City,0.9666,0.1234,0.7378,0.9504,0.8648
Hopewell City,0.9138,0.8435,0.9074,0.6001,0.8801
Lexington City,0.0789,0,0.5119,0.5912,0.0474
Lynchburg City,0.6917,0.1429,0.7684,0.9122,0.7066
Manassas City,0.5173,0.3137,0.931,0.3093,0.4884
Manassas Park City,0.7588,0.3261,0.9593,0.4295,0.6532
Martinsville City,0.8661,0.9882,0.9065,0.6414,0.9297
Newport News City,0.6739,0.686,0.9154,0.9179,0.8406
Norfolk City,0.8451,0.4203,0.9084,0.9246,0.8594
Norton City,0.8549,0.6328,0.0757,0.8307,0.769
Petersburg City,0.9701,0.9389,0.9885,0.79,0.9733
Poquoson City,0.001,0.2386,0.3016,0.0048,0.0038
Portsmouth City,0.804,0.6039,0.937,0.7766,0.8355
Radford City,0.735,0.0032,0.4779,0.5243,0.3408
Richmond City,0.8575,0.3016,0.9109,0.8823,0.8333
Roanoke City,0.8718,0.6624,0.8088,0.7639,0.8521
Salem City,0.2253,0.083,0.4613,0.8046,0.3248
Staunton City,0.5262,0.468,0.5317,0.748,0.6048
Suffolk City,0.4715,0.4553,0.882,0.2806,0.4788
Virginia Beach City,0.2743,0.3465,0.7843,0.2377,0.307
Waynesboro City,0.7735,0.9042,0.6332,0.4069,0.7601
Williamsburg City,0.4846,0.0188,0.6962,0.6398,0.3802
Winchester City,0.8689,0.791,0.7366,0.9135,0.9033
Adams County,0.9835,0.7467,0.9526,0.9621,0.98
Asotin County,0.5743,0.5807,0.3535,0.1826,0.4283
Benton County,0.4232,0.8441,0.6993,0.6157,0.6405
Chelan County,0.5068,0.9542,0.7098,0.8129,0.7999
Clallam County,0.4753,0.6128,0.5161,0.6799,0.5861
Clark County,0.3264,0.5037,0.6013,0.448,0.4257
Columbia County,0.2549,0.9275,0.5005,0.1063,0.3576
Cowlitz County,0.5288,0.8514,0.504,0.7426,0.7124
Douglas County,0.4909,0.9911,0.7668,0.6939,0.8116
Ferry County,0.6443,0.5905,0.6481,0.749,0.7159
Franklin County,0.8909,0.8715,0.9243,0.7833,0.9147
Garfield County,0.1702,0.6007,0.328,0.2685,0.2456
Grant County,0.8323,0.889,0.8657,0.9271,0.931
Grays Harbor County,0.6694,0.8409,0.5654,0.8988,0.8215
Island County,0.2498,0.322,0.5679,0.3945,0.3032
Jefferson County,0.4063,0.2946,0.4085,0.3974,0.3643
King County,0.1938,0.0496,0.8199,0.8816,0.3761
Kitsap County,0.195,0.2514,0.6128,0.6236,0.3334
Kittitas County,0.5132,0.013,0.5202,0.6265,0.3366
Klickitat County,0.6389,0.7178,0.525,0.4995,0.6414
Lewis County,0.608,0.7887,0.5081,0.6739,0.7028
Lincoln County,0.1489,0.6131,0.3058,0.2132,0.2113
Mason County,0.4776,0.7162,0.5679,0.525,0.573
Okanogan County,0.8836,0.9889,0.7502,0.7595,0.9453
Pacific County,0.3923,0.9096,0.5371,0.8221,0.7038
Pend Oreille County,0.447,0.4235,0.4314,0.4279,0.4314
Pierce County,0.3452,0.4744,0.7391,0.735,0.5434
San Juan County,0.2424,0.092,0.3723,0.2179,0.1527
Skagit County,0.4642,0.7426,0.6402,0.5619,0.5982
Skamania County,0.2619,0.1432,0.5011,0.3252,0.2345
Snohomish County,0.2428,0.1919,0.7178,0.5832,0.3557
Spokane County,0.4181,0.419,0.4871,0.8457,0.5638
Stevens County,0.4613,0.5873,0.4248,0.4018,0.4652
Thurston County,0.3026,0.3443,0.6424,0.5024,0.3939
Wahkiakum County,0.3538,0.1514,0.4839,0.1301,0.2039
Walla Walla County,0.6755,0.7416,0.6634,0.8858,0.8078
Whatcom County,0.4203,0.1104,0.5778,0.8667,0.5002
Whitman County,0.6239,0.0099,0.5953,0.9154,0.5186
Yakima County,0.9698,0.8976,0.9154,0.8317,0.9647
Barbour County,0.6713,0.1782,0.2062,0.4855,0.4563
Berkeley County,0.3296,0.1756,0.4913,0.3159,0.2704
Boone County,0.5794,0.5641,0.0032,0.2603,0.4003
Braxton County,0.8158,0.2342,0.314,0.5768,0.6013
Brooke County,0.2272,0.5616,0.0983,0.7124,0.378
Cabell County,0.784,0.3863,0.3086,0.8635,0.7276
Calhoun County,0.7302,0.4028,0.021,0.3373,0.4696
Clay County,0.6685,0.4734,0.0057,0.6052,0.538
Doddridge County,0.4591,0.0366,0.1225,0.5275,0.2625
Fayette County,0.7922,0.5231,0.2109,0.7445,0.7019
Gilmer County,0.5297,0.1295,0.5542,0.6621,0.4849
Grant County,0.4368,0.3198,0.0299,0.2679,0.2695
Greenbrier County,0.5848,0.3468,0.2234,0.4477,0.4537
Hampshire County,0.7235,0.3,0.0821,0.3929,0.4699
Hancock County,0.5221,0.2622,0.1696,0.2109,0.2969
Hardy County,0.4874,0.3602,0.3086,0.3742,0.3942
Harrison County,0.476,0.2409,0.1508,0.7814,0.4703
Jackson County,0.3112,0.294,0.014,0.5558,0.2934
Jefferson County,0.2164,0.0738,0.5011,0.4658,0.217
Kanawha County,0.4696,0.4804,0.3824,0.6949,0.5339
Lewis County,0.5635,0.4356,0.1696,0.7617,0.5568
Lincoln County,0.5364,0.461,0.0083,0.3863,0.3983
Logan County,0.8069,0.5014,0.0337,0.7178,0.6624
McDowell County,0.9131,0.8237,0.5202,0.7601,0.8721
Marion County,0.4671,0.3777,0.2164,0.5632,0.4394
Marshall County,0.2552,0.4827,0.0675,0.2237,0.2167
Mason County,0.3137,0.1737,0.0229,0.6074,0.2774
Mercer County,0.5943,0.7856,0.314,0.8791,0.7343
Mineral County,0.1884,0.357,0.1654,0.3786,0.2135
Mingo County,0.8422,0.4687,0.0337,0.7092,0.6761
Monongalia County,0.525,0.0041,0.3748,0.8225,0.3325
Monroe County,0.5842,0.7276,0.0821,0.119,0.3901
Morgan County,0.4286,0.0808,0.1094,0.1779,0.1759
Nicholas County,0.4066,0.5638,0.0089,0.1903,0.2794
Ohio County,0.3983,0.4324,0.2485,0.7117,0.4741
Pendleton County,0.5829,0.2991,0.0757,0.1091,0.2666
Pleasants County,0.4893,0.3338,0.0379,0.6207,0.4295
Pocahontas County,0.6589,0.2001,0.0627,0.8466,0.5546
Preston County,0.518,0.1091,0.335,0.7429,0.4591
Putnam County,0.084,0.1912,0.0757,0.209,0.077
Raleigh County,0.7439,0.7722,0.3748,0.8447,0.7887
Randolph County,0.6475,0.0983,0.2399,0.7871,0.5189
Ritchie County,0.4419,0.5705,0.0083,0.1222,0.2609
Roane County,0.8953,0.5126,0.0379,0.3942,0.6141
Summers County,0.6236,0.4499,0.2294,0.9262,0.6752
Taylor County,0.5418,0.252,0.0337,0.4009,0.3538
Tucker County,0.3255,0.1721,0.0048,0.5399,0.2615
Tyler County,0.1826,0.3105,0.0115,0.2017,0.1349
Upshur County,0.7283,0.2762,0.1037,0.805,0.6045
Wayne County,0.573,0.3334,0.0169,0.343,0.3694
Webster County,0.7095,0.3261,0.1508,0.434,0.4916
Wetzel County,0.3799,0.2704,0.0264,0.5434,0.3201
Wirt County,0.3913,0.2774,0.0115,0.3163,0.2552
Wood County,0.4862,0.4658,0.0757,0.3907,0.3869
Wyoming County,0.7213,0.3942,0.0089,0.5084,0.5173
Adams County,0.5679,0.399,0.342,0.5962,0.5259
Ashland County,0.3252,0.3271,0.503,0.8031,0.4852
Barron County,0.3713,0.6198,0.2234,0.4216,0.4009
Bayfield County,0.1199,0.1457,0.4604,0.1209,0.097
Brown County,0.1492,0.4133,0.5444,0.5364,0.3007
Buffalo County,0.1524,0.224,0.0675,0.0525,0.0595
Burnett County,0.412,0.23,0.2879,0.0824,0.1928
Calumet County,0.0086,0.1009,0.3058,0.0391,0.0115
Chippewa County,0.1686,0.0675,0.1572,0.2704,0.1056
Clark County,0.6096,0.5584,0.2265,0.7929,0.6347
Columbia County,0.0668,0.1053,0.2399,0.3878,0.0993
Crawford County,0.2679,0.182,0.1409,0.6602,0.2905
Dane County,0.1053,0.0388,0.5616,0.65,0.1855
Dodge County,0.1613,0.0818,0.3248,0.4349,0.1584
Door County,0.1066,0.1499,0.1572,0.0808,0.0525
Douglas County,0.1654,0.3633,0.2692,0.6573,0.2946
Dunn County,0.2195,0.0235,0.2234,0.6615,0.188
Eau Claire County,0.1301,0.0487,0.3388,0.5896,0.1616
Florence County,0.3458,0.1317,0.0379,0.0697,0.112
Fond du Lac County,0.091,0.1766,0.3592,0.5597,0.1887
Forest County,0.4563,0.2208,0.552,0.3691,0.3799
Grant County,0.2685,0.0379,0.0983,0.6968,0.2224
Green County,0.048,0.2701,0.1276,0.1887,0.0684
Green Lake County,0.3261,0.6987,0.2399,0.4779,0.4228
Iowa County,0.0172,0.0493,0.1339,0.0328,0.0051
Iron County,0.2087,0.2049,0.0757,0.0834,0.0926
Jackson County,0.5126,0.2424,0.4146,0.7541,0.5231
Jefferson County,0.1107,0.0684,0.335,0.4283,0.1276
Juneau County,0.4489,0.2354,0.342,0.6166,0.4273
Kenosha County,0.4543,0.4718,0.6268,0.5546,0.5215
Kewaunee County,0.0118,0.1107,0.1225,0.022,0.0064
La Crosse County,0.1514,0.0318,0.3388,0.6672,0.182
Lafayette County,0.2383,0.3936,0.1508,0.0643,0.1339
Langlade County,0.258,0.2669,0.1572,0.1613,0.1607
Lincoln County,0.2485,0.1995,0.1037,0.2848,0.1775
Manitowoc County,0.0566,0.3993,0.3248,0.2854,0.1346
Marathon County,0.1161,0.3086,0.3697,0.2224,0.1473
Marinette County,0.118,0.1349,0.0735,0.3379,0.1088
Marquette County,0.2829,0.44,0.1861,0.1896,0.2227
Menominee County,0.5692,0.5997,0.9927,0.2749,0.5743
Milwaukee County,0.6942,0.7569,0.8743,0.839,0.8276
Monroe County,0.3315,0.3497,0.3166,0.7474,0.4432
Oconto County,0.0477,0.0525,0.0983,0.1005,0.0204
Oneida County,0.0799,0.0713,0.1037,0.0974,0.036
Outagamie County,0.0366,0.1094,0.3977,0.2412,0.0671
Ozaukee County,0.0305,0.0926,0.2816,0.1492,0.0395
Pepin County,0.0808,0.2603,0.0474,0.055,0.0442
Pierce County,0.0442,0.0051,0.1928,0.329,0.0216
Polk County,0.1648,0.1015,0.0932,0.1282,0.0703
Portage County,0.098,0.0347,0.2879,0.4613,0.1063
Price County,0.2138,0.2364,0.1276,0.4916,0.2253
Racine County,0.3163,0.6519,0.6656,0.4515,0.4674
Richland County,0.2892,0.4703,0.1508,0.6274,0.3764
Rock County,0.2176,0.5259,0.5119,0.3121,0.2988
Rusk County,0.3627,0.329,0.0983,0.1756,0.216
St. Croix County,0.0073,0.0668,0.1753,0.0474,0.0086
Sauk County,0.1877,0.3309,0.3217,0.3869,0.2323
Sawyer County,0.4731,0.3178,0.5829,0.237,0.3758
Shawano County,0.1639,0.1728,0.4146,0.3089,0.1769
Sheboygan County,0.0465,0.2552,0.4871,0.4645,0.16
Taylor County,0.2612,0.3659,0.0579,0.2055,0.189
Trempealeau County,0.1788,0.4213,0.3503,0.2074,0.1989
Vernon County,0.4353,0.5504,0.0544,0.6977,0.4779
Vilas County,0.2014,0.0913,0.4314,0.0398,0.0729
Walworth County,0.1995,0.1584,0.4407,0.3608,0.2074
Washburn County,0.2762,0.1788,0.1339,0.085,0.119
Washington County,0.0194,0.0344,0.2294,0.0401,0.008
Waukesha County,0.02,0.0541,0.3888,0.0853,0.0191
Waupaca County,0.1037,0.2059,0.1276,0.2937,0.1142
Waushara County,0.3837,0.3583,0.3322,0.51,0.3917
Winnebago County,0.1094,0.0853,0.3847,0.5084,0.1549
Wood County,0.1651,0.3487,0.2399,0.2619,0.1791
Albany County,0.5651,0.0006,0.5119,0.5857,0.2533
Big Horn County,0.5447,0.7926,0.4018,0.3064,0.531
Campbell County,0.2345,0.3137,0.4018,0.2819,0.2367
Carbon County,0.51,0.4547,0.5892,0.5539,0.5377
Converse County,0.2778,0.3169,0.3503,0.37,0.2781
Crook County,0.0881,0.3678,0.1753,0.0767,0.0722
Fremont County,0.7582,0.4442,0.6793,0.8193,0.7642
Goshen County,0.2214,0.2485,0.4445,0.5348,0.2918
Hot Springs County,0.2628,0.2848,0.3118,0.1769,0.1938
Johnson County,0.2981,0.0461,0.328,0.2946,0.1709
Laramie County,0.2657,0.2129,0.5759,0.272,0.2514
Lincoln County,0.1015,0.2864,0.2323,0.2036,0.118
Natrona County,0.2991,0.5775,0.42,0.4601,0.3987
Niobrara County,0.6955,0.1623,0.3118,0.2988,0.419
Park County,0.216,0.0608,0.3446,0.1527,0.1072
Platte County,0.3611,0.4757,0.4222,0.2507,0.3309
Sheridan County,0.2625,0.0872,0.265,0.49,0.2211
Sublette County,0.1238,0.3828,0.265,0.1308,0.1225
Sweetwater County,0.3703,0.6309,0.5616,0.4458,0.4722
Teton County,0.1005,0.0468,0.5352,0.5861,0.1693
Uinta County,0.1136,0.391,0.3824,0.6526,0.2803
Washakie County,0.2415,0.1858,0.5011,0.2717,0.2192
Weston County,0.3404,0.055,0.4165,0.7283,0.3331
